"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"1930",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,18
"1931",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1932",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1933",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1936",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1937",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1938",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1939",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"194",9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,14,0,7,9,13
"1940",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1942",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1944",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1945",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1946",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1948",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1949",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"195",11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,9,0,5,8,13
"1950",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1951",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1953",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7
"1954",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11
"1955",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25
"1956",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1957",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1959",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"196",10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,5,2
"1960",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1961",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1962",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1963",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1964",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1965",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1966",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1967",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1968",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"197",6,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,26,0,0,0,3
"1970",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1971",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1972",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1973",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1974",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1975",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1976",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18
"1977",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1978",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"198",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,29,0,0,0,3
"1982",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1983",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1986",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1987",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1988",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1989",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"199",12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,0,8,15
"1990",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1991",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1992",0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1993",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1994",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,18
"1995",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1997",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1998",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1999",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2",12,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,11,0,0,13,2
"20",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,12,0,7,6,13
"200",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,3
"201",9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0,3
"202",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,0,8,15
"203",6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,9,0,5,5,13
"204",13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,23,0,0,0,3
"205",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,15,0,9,6,13
"206",9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,13,2
"207",8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0,3
"208",0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,11,0,9,11,27
"209",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,16,0,9,10,27
"21",7,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,26,0,0,7,1
"210",13,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,16,0,0,11,15
"211",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,0,5,15
"212",10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,15,0,5,8,13
"213",8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,8,0,0,11,2
"214",6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,27,0,0,0,3
"215",11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,0,8,7,13
"216",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0,3
"217",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,6,15
"218",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,0,0,4
"219",10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,29,0,0,0,3
"22",6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,13,0,0,6,15
"220",7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,21,0,0,0,3
"221",14,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,6,7,13
"222",8,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,35,0,5,0,3
"223",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,18,0,0,6,4
"224",6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,5,11,13
"225",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,10,2
"226",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,25,0,0,0,4
"227",5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,17,0,0,7,15
"228",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,0,0,0,3
"229",12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0,3
"23",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,0,5,9,13
"230",5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,20,0,0,6,1
"231",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,19,0,0,0,3
"232",7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,26,0,0,0,3
"233",5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,8,10,31
"234",16,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,6,11,32
"235",6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,23,0,0,5,1
"236",10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,8,0,7,11,13
"237",8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,8,10,13
"238",13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,38,0,0,0,3
"239",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,21,0,0,0,4
"24",8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0,16
"240",10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,7,5,13
"241",5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,0,0,0,3
"242",11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,19,0,6,0,10
"243",10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,30,0,0,0,3
"244",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,19,0,6,0,10
"245",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,6,9,13
"246",7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,14,0,7,10,13
"247",9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,14,0,0,10,15
"248",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,5,0,4
"249",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,24,0,0,0,4
"25",7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,6,15
"250",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,11,2
"251",14,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,9,2
"252",10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,28,0,0,0,3
"253",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,0,6,15
"254",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,32,0,0,0,4
"255",8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,0,6,15
"256",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,17,0,0,0,4
"257",9,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,29,0,0,0,3
"258",10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,10,0,6,7,13
"259",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,7,13,13
"26",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,6,0,3
"260",7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,6,15
"261",5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,0,0,3
"262",10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0,3
"263",7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11,0,0,7,15
"264",7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,21,0,5,6,1
"265",6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,20,0,0,0,3
"266",10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,0,0,3
"267",5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,5,15
"268",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,0,0,14,33
"269",8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,18,0,0,6,1
"27",12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,19,0,0,0,3
"270",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,12,15
"271",13,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,5,0,10
"272",11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,23,0,0,0,3
"273",9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,17,0,0,0,3
"274",8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,32,0,0,0,3
"275",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,6,6,13
"276",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,0,0,6,15
"277",14,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,0,3
"278",8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,30,0,0,0,3
"279",11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,0,0,9,15
"28",6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,7,0,0,13,2
"280",9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,10,0,7,6,13
"281",8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,5,9,13
"282",11,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,27,0,0,0,3
"283",7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,5,6,13
"284",5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,8,34
"285",12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,5,15
"286",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,6,6,27
"287",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,25,0,0,0,4
"288",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0,4
"289",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24,0,0,6,1
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,25,0,0,7,4
"290",6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,5,15
"291",9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,0,5,15
"292",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,0,0,9,15
"293",12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,0,6,15
"294",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,0,6,33
"295",11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,31,0,5,0,3
"296",6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,20,0,0,0,3
"297",6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,8,0,0,9,2
"298",8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,0,0,0,3
"299",10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,15,0,7,10,13
"3",8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,6,9,13
"30",8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,21,0,0,10,15
"300",6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,14,0,8,0,10
"301",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,23,0,0,0,3
"302",6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,10,0,0,6,15
"303",6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,5,8,13
"304",7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,0,0,3
"305",9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,6,9,13
"306",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0,3
"307",11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0,3
"308",12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,0,0,7,15
"309",8,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,12,0,0,17,2
"31",10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,31,0,0,0,3
"310",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,0,6,1
"311",9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,8,6,13
"312",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0,3
"313",12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0,3
"314",10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,0,6,8,13
"315",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0,4
"316",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,3
"317",6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,12,0,5,6,13
"318",6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,9,0,0,13,2
"319",12,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,18,0,0,14,15
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,11,0,6,6,27
"320",10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,10,15
"321",5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,0,0,3
"322",9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,0,8,2
"323",13,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,5,6,13
"324",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,15,0,0,5,15
"325",14,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,0,0,16
"326",5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,23,0,6,0,3
"327",9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,24,0,0,0,3
"328",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,13,0,8,10,13
"329",10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,11,0,5,5,13
"33",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0,3
"330",7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,5,7,1
"331",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,14,0,6,5,13
"332",9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,19,0,0,0,3
"333",10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,8,15
"334",12,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,6,0,0,14,2
"335",5,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,33,0,0,5,1
"336",11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,16
"337",8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,6,9,13
"338",7,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,24,0,7,6,1
"339",7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0,3
"34",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,10,15
"340",8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,26,0,0,0,3
"341",8,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,26,0,0,0,3
"342",7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,7,0,10
"343",13,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,27,0,0,0,3
"344",8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,9,2
"345",12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,6,11,13
"346",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,9,15
"347",10,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,9,5,0,10,2
"348",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0,4
"349",14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,20,0,0,0,3
"35",8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,22,0,0,5,1
"350",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,20,0,0,0,4
"351",8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,0,0,3
"352",10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,0,0,0,3
"353",9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,0,0,10,2
"354",8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,0,7,15
"355",7,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,11,0,5,14,13
"356",10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,7,0,0,17,2
"357",7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,24,0,0,5,1
"358",9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,5,0,10
"359",12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,18,0,0,0,3
"36",9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,5,0,35
"360",0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,26,0,0,0,4
"361",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,5,6,13
"362",6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,0,9,2
"363",15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,0,10,2
"364",16,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,20,0,0,0,3
"365",10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,23,0,0,0,3
"366",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,11,0,0,11,33
"367",10,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,35,0,0,0,3
"368",12,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,15,0,0,14,2
"369",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,13,0,9,10,13
"37",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,6,7,13
"370",8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,9,0,0,9,2
"371",12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,0,8,2
"372",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,25,0,0,0,3
"373",5,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,22,0,5,7,1
"374",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,0,8,0,10
"375",13,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,0,0,3
"376",6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,24,0,0,5,1
"377",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24,0,0,0,3
"378",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,8,33
"379",13,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,0,5,15
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,0,0,4
"380",5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,24,0,0,6,1
"381",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0,3
"382",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,0,6,15
"383",8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,6,6,13
"384",7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,9,0,0,13,2
"385",8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,11,2
"386",8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,10,15
"387",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,8,15
"388",6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,7,15
"389",9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,5,9,13
"39",9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,27,0,0,0,3
"390",5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,22,0,0,0,3
"391",5,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,33,0,0,0,3
"392",9,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,37,0,0,0,3
"393",11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,14,0,5,6,13
"394",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,19,0,0,8,4
"395",9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,15,0,0,5,1
"396",9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,0,0,14,2
"397",6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,5,8,13
"398",6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,7,15
"399",9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,7,2
"4",9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,8,0,6,10,13
"40",5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,17,0,0,0,3
"400",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,4
"401",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,7,0,4
"402",12,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,18,0,7,8,13
"403",10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,7,8,13
"404",9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,14,0,6,7,13
"405",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,0,0,4
"406",8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,7,6,13
"407",9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,13,2
"408",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0,3
"409",12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,0,5,15
"41",6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,21,0,0,10,15
"410",13,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,10,15
"411",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,5,6,1
"412",7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,13,0,0,6,15
"413",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0,3
"414",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,29,0,0,0,4
"415",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,11,0,5,7,27
"416",10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,5,5,13
"417",8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,24,0,5,0,10
"418",7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,0,7,11,13
"419",10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0,3
