,a1,a1a1,a2,a2a2,a3,a3a3,a4a4,a5a5,a6a6,a7a7,a8a8,a9a9,b1b1,b2,b3,b4,b5,b5a1,b5b2,b5b5
1661,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
1665,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1669,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,27,0,0,0
1670,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1671,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1675,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
168,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,7,7
1680,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1683,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1689,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,5,0
1690,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1694,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,10,5
170,9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,0,0,8
1700,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1708,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
171,9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,19,0,0,8
1711,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1717,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,13,0,0,16
1720,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
173,14,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0
1730,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
174,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,8
1740,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1743,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,22,0,0,5
1750,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,5
1760,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1763,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,17,0,0,0
1770,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,36,0,0,0
1780,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,0,6
1790,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0
1801,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
181,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0
1810,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0
1820,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
1824,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,7,8
1830,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1831,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1839,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,8,11
1840,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1842,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0
1850,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1858,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,5
1860,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1861,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
187,6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,10,0,0,15
1870,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1871,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1879,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,11,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,18,0,5,7
1881,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1882,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
1889,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,0,0,0
1890,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,17,0,7,0
190,12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,30,0,0,0
1900,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1903,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1907,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0
1910,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,12,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,31,0,0,0
1920,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
193,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,17,0,0,5
1930,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1931,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
194,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,14,0,7,9
1940,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,9,0,5,8
1950,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
1954,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1955,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1956,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,5
1960,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,6,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,26,0,0,0
1970,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
1977,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,29,0,0,0
1982,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,0,8
1990,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1995,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,11,0,0,13
