,0,1,2,3,4,5,7,8
a1005831090,1,1,1,0,0,0,0,0
a1161381522,1,1,0,0,0,1,0,0
a1409698667,2,2,0,0,0,2,0,0
a1412625411,162,157,0,0,0,162,0,0
a1488088415,7,6,0,0,0,7,0,0
a1488089419,1,0,0,0,0,1,0,0
a1743085591,1,1,0,0,0,1,0,0
a1863690462,1,0,1,0,0,0,0,0
a1930851759,16,16,0,0,0,16,0,0
a1930851770,6,6,0,0,0,6,0,0
a1992404130,1,1,0,0,0,1,0,0
a2308130196,2,1,0,0,0,2,0,0
a2437926070,1,1,0,0,0,1,0,0
a2780813677,1,1,0,0,0,1,0,0
a2861472341,4,4,0,0,0,4,0,0
a2861472345,5,1,0,0,0,5,0,0
a2902878580,1,1,0,0,0,1,0,0
a3086091356,2,1,2,0,0,0,0,0
a3208447095,5,4,0,0,0,5,0,0
a3228839619,7,7,0,5,0,2,0,0
a3336097381,3,2,0,0,0,3,0,0
a3387288030,1,1,0,0,0,1,0,0
a3436840924,16,14,0,0,0,16,0,0
a3436840960,12,10,0,0,0,12,0,0
a3461750771,1,1,0,0,0,1,0,0
a3461765058,1,0,0,0,0,1,0,0
a3466058276,1,1,0,0,0,1,0,0
a3486168160,4,4,0,0,0,4,0,0
a3536441868,11,11,0,11,0,0,0,0
a3638783942,1,1,0,0,0,1,0,0
a3717263325,1,1,0,0,0,1,0,0
a3730198063,2,2,2,0,0,0,0,0
a3730481037,1,1,1,0,0,0,0,0
a3816556374,3,3,2,1,0,0,0,0
a3860876889,2,2,2,0,0,0,0,0
a3860876949,3,2,3,0,0,0,0,0
a3893898337,11,11,0,11,0,0,0,0
a3900765852,2,2,2,0,0,0,0,0
a3915608727,4,4,0,0,0,4,0,0
a3959617756,2,2,0,0,0,2,0,0
a3996125377,1,1,0,0,0,1,0,0
a4000288744,1,1,0,0,0,1,0,0
a4049536337,1,0,0,0,0,1,0,0
a4052220666,1,0,1,0,0,0,0,0
a4102355432,2,1,2,0,0,0,0,0
a411248937,2,2,0,2,0,0,0,0
a4121195473,16,16,0,0,0,16,0,0
a4129366369,1,1,0,0,0,1,0,0
a4131371989,6,6,6,0,0,0,0,0
a4135159796,2,2,2,0,0,0,0,0
a4221661693,1,0,0,0,0,1,0,0
a4279749965,1,1,0,0,0,1,0,0
a4297551713,12,12,1,11,0,0,0,0
a4297552690,11,11,0,11,0,0,0,0
a4297554814,3,3,3,0,0,0,0,0
a4338955184,31,10,0,0,0,31,0,0
a4340570461,12,11,12,0,0,0,0,0
a4374347510,38,37,38,0,0,0,0,0
a4392480606,100,68,0,0,0,100,0,0
a4416217682,1,1,0,0,0,1,0,0
a4419538066,15,14,0,0,0,15,0,0
a4423851596,9,8,9,0,0,0,0,0
a4474140233,27,27,26,1,0,0,0,0
a4476805516,1,1,0,0,0,1,0,0
a447971550,1,1,1,0,0,0,0,0
a4526625372,2,2,0,0,0,2,0,0
a4652685954,1,0,1,0,0,0,0,0
a4660178451,3,0,0,0,0,3,0,0
a4665617026,4,4,3,1,0,0,0,0
a4665712499,2,2,2,0,0,0,0,0
a4665891113,1,1,1,0,0,0,0,0
a4665892165,4,4,4,0,0,0,0,0
a4665897416,2,2,2,0,0,0,0,0
a4665897969,1,1,1,0,0,0,0,0
a4665903885,1,1,1,0,0,0,0,0
a4675059100,2,2,2,0,0,0,0,0
a4686509829,2,2,2,0,0,0,0,0
a4695853952,9,8,9,0,0,0,0,0
a4707865726,219,187,0,0,0,219,0,0
a4707865981,4,1,0,0,0,4,0,0
a4707874892,1,1,0,0,0,1,0,0
a4708675610,5,5,0,0,0,5,0,0
a4717069784,9,8,9,0,0,0,0,0
a4745544837,1,1,1,0,0,0,0,0
a4751986813,8,8,8,0,0,0,0,0
a4765556460,1,1,0,0,0,1,0,0
a4811385025,4,4,0,0,0,4,0,0
a4844000327,1,1,0,1,0,0,0,0
a4850463048,1,1,0,1,0,0,0,0
a4857080139,20,15,20,0,0,0,0,0
a4857081234,29,24,29,0,0,0,0,0
a4857082814,33,23,33,0,0,0,0,0
a4861489847,2,2,1,1,0,0,0,0
a4874523461,1,1,1,0,0,0,0,0
a4879935071,1,0,0,0,0,1,0,0
a4888093099,1,1,0,0,0,1,0,0
a4888098648,1,0,0,0,0,1,0,0
a4892209809,1,1,0,0,0,1,0,0
a4900438303,1,1,1,0,0,0,0,0
a4907063747,1,1,0,0,0,1,0,0
a4923128384,13,2,0,0,0,13,0,0
a4930843724,2,2,0,0,0,2,0,0
a4935383754,1,1,0,0,0,1,0,0
a4956349957,2,1,2,0,0,0,0,0
a4962604487,1,1,0,0,0,1,0,0
a4962604949,1,0,1,0,0,0,0,0
a4963594775,63,5,0,0,0,63,0,0
a4963600277,1,0,0,0,0,1,0,0
a4968398292,1,1,0,0,0,1,0,0
a4969202716,2,2,0,0,0,2,0,0
a4976654763,1,1,0,1,0,0,0,0
a4986079692,1,1,1,0,0,0,0,0
a5003132532,2,1,2,0,0,0,0,0
a5004730281,1,1,0,0,0,1,0,0
a5011045533,3,3,3,0,0,0,0,0
a501114088,15,15,15,0,0,0,0,0
a5022579678,1,1,1,0,0,0,0,0
a5064423104,1,1,1,0,0,0,0,0
a5098173396,1,1,0,0,0,1,0,0
a5113437176,1,1,0,0,0,1,0,0
a515042954,106,94,0,0,0,106,0,0
a515042969,2517,2495,0,0,0,2517,0,0
a5167224874,1,0,0,0,0,1,0,0
a5167224913,1,0,0,0,0,1,0,0
a5202600097,2,1,0,0,0,2,0,0
a5202600139,2,2,0,0,0,2,0,0
a5202600479,2,2,0,0,0,2,0,0
a5246092985,2,2,0,0,0,2,0,0
a5252092296,1,1,1,0,0,0,0,0
a5252092839,2,2,2,0,0,0,0,0
a5282900219,2,2,0,0,0,2,0,0
a5284480485,1,1,0,0,0,1,0,0
a5285926325,104,103,0,104,0,0,0,0
a5286126234,2,1,0,0,0,2,0,0
a5286126289,1,1,0,0,0,1,0,0
a5307854452,8,4,8,0,0,0,0,0
