"","r1","r10","r2","r3","r4","r5","r6","r7","r8","r9","s1","s2","s3","s4","s5","s6","cluster"
"199",13,0,0,0,0,0,0,0,0,0,36,1,33,1,1,0,1
"1990",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1991",0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1992",6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1993",4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1994",2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16
"1995",4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1996",0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,35
"1997",2,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,13
"1998",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1999",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2",12,0,0,0,0,0,0,0,0,0,43,1,37,1,0,0,1
"20",9,0,0,0,0,0,0,0,0,0,39,1,33,1,0,0,1
"200",11,0,0,0,0,0,0,0,0,0,43,2,37,2,1,1,1
"2000",2,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,13
"201",9,0,0,0,0,0,0,0,0,0,34,3,30,2,1,1,1
"202",6,0,0,0,0,0,0,0,0,0,35,1,32,1,0,0,1
"203",7,0,0,0,0,0,0,0,0,0,27,2,24,0,0,0,1
"204",14,0,0,0,0,0,0,0,0,0,30,2,24,2,1,1,1
"205",8,0,0,0,0,0,0,0,0,0,44,1,38,1,0,0,1
"206",10,0,0,0,0,0,0,0,0,0,31,0,30,0,0,0,1
"207",9,0,0,0,0,0,0,0,0,0,34,4,30,4,2,1,1
"208",7,0,0,0,0,0,0,0,0,0,52,3,43,1,0,0,1
"209",4,0,0,0,0,0,0,0,0,0,46,1,42,0,0,0,1
"21",9,0,0,0,0,0,0,0,0,0,52,2,45,1,1,1,1
"210",14,0,0,0,0,0,0,0,0,0,46,3,43,0,0,0,1
"211",7,0,0,0,0,0,0,0,0,0,39,4,33,2,1,0,1
"212",11,0,0,0,0,0,0,0,0,0,47,2,37,1,1,0,1
"213",11,0,0,0,0,0,0,0,0,0,38,3,33,3,0,0,1
"214",7,0,0,0,0,0,0,0,0,0,43,4,34,3,2,1,1
"215",15,0,0,0,0,0,0,0,0,0,42,0,35,0,0,0,1
"216",6,0,0,0,0,0,0,0,0,0,39,3,35,2,1,1,1
"217",6,0,0,0,0,0,0,0,0,0,35,2,30,1,1,0,1
"218",4,0,0,0,0,0,0,0,0,0,35,4,33,3,2,2,1
"219",11,0,0,0,0,0,0,0,0,0,43,5,41,4,1,1,1
"22",10,0,0,0,0,0,0,0,0,0,38,1,34,0,0,0,1
"220",8,0,0,0,0,0,0,0,0,0,33,4,32,4,2,2,1
"221",16,0,0,0,0,0,0,0,0,0,41,4,37,2,1,0,1
"222",13,0,0,0,0,0,0,0,0,0,50,4,45,3,2,2,1
"223",4,0,0,0,0,0,0,0,0,0,40,3,35,3,1,1,1
"224",7,0,0,0,0,0,0,0,0,0,38,1,34,0,0,0,1
"225",8,0,0,0,0,0,0,0,0,0,35,0,32,0,0,0,1
"226",7,0,0,0,0,0,0,0,0,0,38,2,32,2,2,1,1
"227",6,0,0,0,0,0,0,0,0,0,40,2,34,2,1,0,1
"228",8,0,0,0,0,0,0,0,0,0,37,2,35,1,1,1,1
"229",13,0,0,0,0,0,0,0,0,0,34,2,25,2,2,2,1
"23",11,0,0,0,0,0,0,0,0,0,38,1,37,0,0,0,1
"230",6,0,0,0,0,0,0,0,0,0,41,1,35,1,1,1,1
"231",10,0,0,0,0,0,0,0,0,0,33,2,28,2,1,1,1
"232",9,0,0,0,0,0,0,0,0,0,38,3,34,2,2,2,1
"233",5,0,0,0,0,0,0,0,0,0,37,0,30,0,0,0,1
"234",16,0,0,0,0,0,0,0,0,0,37,1,33,1,0,0,1
"235",8,0,0,0,0,0,0,0,0,0,43,5,39,5,1,1,1
"236",11,0,0,0,0,0,0,0,0,0,41,1,35,1,0,0,1
"237",9,0,0,0,0,0,0,0,0,0,39,3,37,1,0,0,1
"238",13,0,0,0,0,0,0,0,0,0,50,3,43,3,2,2,1
"239",7,0,0,0,0,0,0,0,0,0,39,2,33,1,1,1,1
"24",10,0,0,0,0,0,0,0,0,0,22,3,20,1,0,0,1
"240",11,0,0,0,0,0,0,0,0,0,36,1,31,1,1,0,1
"241",5,0,0,0,0,0,0,0,0,0,33,4,30,4,2,1,1
"242",11,0,0,0,0,0,0,0,0,0,37,2,35,1,0,0,1
"243",11,0,0,0,0,0,0,0,0,0,36,5,35,4,3,3,1
"244",7,0,0,0,0,0,0,0,0,0,40,3,35,1,0,0,1
"245",7,0,0,0,0,0,0,0,0,0,39,2,34,1,0,0,1
"246",7,0,0,0,0,0,0,0,0,0,45,1,40,1,1,1,1
"247",11,0,0,0,0,0,0,0,0,0,41,2,38,2,1,1,1
"248",4,0,0,0,0,0,0,0,0,0,40,2,37,2,1,1,1
"249",7,0,0,0,0,0,0,0,0,0,35,1,33,1,1,1,1
"25",8,0,0,0,0,0,0,0,0,0,25,1,22,1,0,0,1
"250",8,0,0,0,0,0,0,0,0,0,35,0,33,0,0,0,1
"251",14,0,0,0,0,0,0,0,0,0,38,1,28,0,0,0,1
"252",11,0,0,0,0,0,0,0,0,0,48,4,42,4,2,1,1
"253",9,0,0,0,0,0,0,0,0,0,32,1,30,1,0,0,1
"254",5,0,0,0,0,0,0,0,0,0,35,4,32,3,2,1,1
"255",9,0,0,0,0,0,0,0,0,0,34,0,31,0,0,0,1
"256",6,0,0,0,0,0,0,0,0,0,36,3,31,1,0,0,1
"257",11,0,0,0,0,0,0,0,0,0,33,5,31,3,3,2,1
"258",10,0,0,0,0,0,0,0,0,0,37,1,31,0,0,0,1
"259",9,0,0,0,0,0,0,0,0,0,41,3,36,1,0,0,1
"26",9,0,0,0,0,0,0,0,0,0,44,3,37,2,1,1,1
"260",8,0,0,0,0,0,0,0,0,0,37,4,30,4,1,1,1
"261",8,0,0,0,0,0,0,0,0,0,33,1,27,0,0,0,1
"262",11,0,0,0,0,0,0,0,0,0,23,3,22,3,1,0,1
"263",7,0,0,0,0,0,0,0,0,0,32,2,30,1,0,0,1
"264",9,0,0,0,0,0,0,0,0,0,41,2,38,2,1,1,1
"265",6,0,0,0,0,0,0,0,0,0,36,4,33,3,1,1,1
"266",12,0,0,0,0,0,0,0,0,0,30,2,28,1,1,1,1
"267",5,0,0,0,0,0,0,0,0,0,31,3,27,1,0,0,1
"268",5,0,0,0,0,0,0,0,0,0,37,2,35,2,0,0,1
"269",9,0,0,0,0,0,0,0,0,0,34,2,31,1,1,1,1
"27",13,0,0,0,0,0,0,0,0,0,38,3,29,1,1,1,1
"270",6,0,0,0,0,0,0,0,0,0,39,2,38,1,1,1,1
"271",13,0,0,0,0,0,0,0,0,0,31,2,28,1,1,1,1
"272",11,0,0,0,0,0,0,0,0,0,34,3,29,2,1,1,1
"273",11,0,0,0,0,0,0,0,0,0,30,3,25,2,1,1,1
"274",8,0,0,0,0,0,0,0,0,0,46,7,41,5,5,3,1
"275",11,0,0,0,0,0,0,0,0,0,45,2,36,1,1,0,1
"276",9,0,0,0,0,0,0,0,0,0,38,2,28,2,0,0,1
"277",14,0,0,0,0,0,0,0,0,0,37,2,31,1,1,1,1
"278",11,0,0,0,0,0,0,0,0,0,40,3,36,3,2,2,1
"279",13,0,0,0,0,0,0,0,0,0,38,2,31,1,0,0,1
"28",9,0,0,0,0,0,0,0,0,0,38,1,33,1,0,0,1
"280",9,0,0,0,0,0,0,0,0,0,30,2,28,0,0,0,1
"281",11,0,0,0,0,0,0,0,0,0,39,1,37,0,0,0,1
"282",11,0,0,0,0,0,0,0,0,0,39,2,34,2,2,2,1
"283",9,0,0,0,0,0,0,0,0,0,37,1,33,0,0,0,1
"284",6,0,0,0,0,0,0,0,0,0,26,3,23,2,0,0,1
"285",13,0,0,0,0,0,0,0,0,0,32,2,27,2,0,0,1
"286",4,0,0,0,0,0,0,0,0,0,38,1,32,1,1,0,1
"287",4,0,0,0,0,0,0,0,0,0,36,3,32,2,2,2,1
"288",4,0,0,0,0,0,0,0,0,0,37,3,34,2,1,1,1
"289",7,0,0,0,0,0,0,0,0,0,38,4,37,4,2,0,1
"29",7,0,0,0,0,0,0,0,0,0,46,2,43,1,1,1,1
"290",7,0,0,0,0,0,0,0,0,0,23,2,20,2,2,1,1
"291",11,0,0,0,0,0,0,0,0,0,36,2,29,2,1,1,1
"292",10,0,0,0,0,0,0,0,0,0,37,3,33,2,0,0,1
"293",14,0,0,0,0,0,0,0,0,0,36,4,31,3,1,0,1
"294",6,0,0,0,0,0,0,0,0,0,27,2,23,1,0,0,1
"295",11,0,0,0,0,0,0,0,0,0,42,4,37,3,2,2,1
"296",9,0,0,0,0,0,0,0,0,0,34,2,28,1,1,1,1
"297",7,0,0,0,0,0,0,0,0,0,31,1,28,1,0,0,1
"298",11,0,0,0,0,0,0,0,0,0,25,1,23,1,1,1,1
"299",11,0,0,0,0,0,0,0,0,0,46,5,44,2,1,0,1
"3",9,0,0,0,0,0,0,0,0,0,34,2,29,0,0,0,1
"30",8,0,0,0,0,0,0,0,0,0,43,2,40,2,1,1,1
"300",8,0,0,0,0,0,0,0,0,0,38,0,31,0,0,0,1
"301",8,0,0,0,0,0,0,0,0,0,34,1,29,1,1,1,1
"302",8,0,0,0,0,0,0,0,0,0,30,2,26,1,0,0,1
"303",7,0,0,0,0,0,0,0,0,0,31,3,26,2,0,0,1
"304",8,0,0,0,0,0,0,0,0,0,33,2,26,2,2,0,1
"305",10,0,0,0,0,0,0,0,0,0,40,3,35,1,0,0,1
"306",10,0,0,0,0,0,0,0,0,0,31,2,30,1,1,1,1
"307",12,0,0,0,0,0,0,0,0,0,35,3,32,1,1,1,1
"308",15,0,0,0,0,0,0,0,0,0,37,0,31,0,0,0,1
"309",9,0,0,0,0,0,0,0,0,0,48,1,42,0,0,0,1
"31",11,0,0,0,0,0,0,0,0,0,38,3,37,3,3,2,1
"310",12,0,0,0,0,0,0,0,0,0,38,2,37,2,1,1,1
"311",11,0,0,0,0,0,0,0,0,0,37,2,33,1,0,0,1
"312",10,0,0,0,0,0,0,0,0,0,33,4,29,4,1,1,1
"313",13,0,0,0,0,0,0,0,0,0,31,2,29,2,1,1,1
"314",10,0,0,0,0,0,0,0,0,0,43,3,38,3,0,0,1
"315",6,0,0,0,0,0,0,0,0,0,36,2,34,2,1,1,1
"316",9,0,0,0,0,0,0,0,0,0,39,3,37,2,2,1,1
"317",6,0,0,0,0,0,0,0,0,0,34,4,31,4,0,0,1
"318",7,0,0,0,0,0,0,0,0,0,45,0,38,0,0,0,1
"319",14,0,0,0,0,0,0,0,0,0,50,1,44,1,1,1,1
"32",7,0,0,0,0,0,0,0,0,0,37,1,32,1,0,0,1
"320",11,0,0,0,0,0,0,0,0,0,38,1,34,0,0,0,1
"321",7,0,0,0,0,0,0,0,0,0,33,5,30,3,1,1,1
"322",10,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0,1
"323",15,0,0,0,0,0,0,0,0,0,38,4,35,2,1,1,1
"324",10,0,0,0,0,0,0,0,0,0,35,2,32,2,1,0,1
"325",17,0,0,0,0,0,0,0,0,0,35,2,26,2,1,0,1
"326",7,0,0,0,0,0,0,0,0,0,44,3,39,3,1,1,1
"327",12,0,0,0,0,0,0,0,0,0,41,2,38,2,2,2,1
"328",5,0,0,0,0,0,0,0,0,0,41,1,39,1,0,0,1
"329",12,0,0,0,0,0,0,0,0,0,30,0,28,0,0,0,1
"33",7,0,0,0,0,0,0,0,0,0,40,3,36,3,1,1,1
"330",9,0,0,0,0,0,0,0,0,0,39,1,36,1,1,1,1
"331",7,0,0,0,0,0,0,0,0,0,37,2,30,2,1,0,1
"332",10,0,0,0,0,0,0,0,0,0,26,2,24,2,2,2,1
"333",11,0,0,0,0,0,0,0,0,0,33,0,31,0,0,0,1
"334",14,0,0,0,0,0,0,0,0,0,42,0,36,0,0,0,1
"335",7,0,0,0,0,0,0,0,0,0,49,4,47,4,3,3,1
"336",16,0,0,0,0,0,0,0,0,0,30,2,24,1,0,0,1
"337",8,0,0,0,0,0,0,0,0,0,40,4,36,2,0,0,1
"338",8,0,0,0,0,0,0,0,0,0,48,2,44,2,2,2,1
"339",9,0,0,0,0,0,0,0,0,0,37,4,33,3,1,1,1
"34",7,0,0,0,0,0,0,0,0,0,36,2,32,0,0,0,1
"340",10,0,0,0,0,0,0,0,0,0,38,2,33,2,2,1,1
"341",9,0,0,0,0,0,0,0,0,0,46,8,43,5,3,2,1
"342",10,0,0,0,0,0,0,0,0,0,27,4,24,1,0,0,1
"343",15,0,0,0,0,0,0,0,0,0,46,3,39,3,3,1,1
"344",11,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,1
"345",14,0,0,0,0,0,0,0,0,0,41,3,38,2,0,0,1
"346",10,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0,1
"347",15,0,0,0,0,0,0,0,0,0,36,1,30,0,0,0,1
"348",2,0,0,0,0,0,0,0,0,0,32,3,30,3,2,2,1
"349",14,0,0,0,0,0,0,0,0,0,33,2,28,2,1,1,1
"35",10,0,0,0,0,0,0,0,0,0,41,3,36,2,1,1,1
"350",4,0,0,0,0,0,0,0,0,0,35,4,30,3,3,2,1
"351",10,0,0,0,0,0,0,0,0,0,32,1,30,1,1,1,1
"352",10,0,0,0,0,0,0,0,0,0,29,3,24,3,3,3,1
"353",10,0,0,0,0,0,0,0,0,0,37,0,32,0,0,0,1
"354",9,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,1
"355",10,0,0,0,0,0,0,0,0,0,42,0,40,0,0,0,1
"356",11,0,0,0,0,0,0,0,0,0,45,1,40,0,0,0,1
"357",10,0,0,0,0,0,0,0,0,0,38,3,37,3,1,1,1
"358",11,0,0,0,0,0,0,0,0,0,42,1,33,1,1,1,1
"359",12,0,0,0,0,0,0,0,0,0,27,4,24,2,1,1,1
"36",10,0,0,0,0,0,0,0,0,0,28,1,25,0,0,0,1
"360",8,0,0,0,0,0,0,0,0,0,46,3,40,1,1,1,1
"361",8,0,0,0,0,0,0,0,0,0,36,1,32,1,0,0,1
"362",6,0,0,0,0,0,0,0,0,0,30,2,25,1,0,0,1
"363",18,0,0,0,0,0,0,0,0,0,34,2,28,0,0,0,1
"364",17,0,0,0,0,0,0,0,0,0,36,5,30,2,1,1,1
"365",11,0,0,0,0,0,0,0,0,0,28,3,27,2,1,1,1
"366",7,0,0,0,0,0,0,0,0,0,36,2,35,1,0,0,1
"367",12,0,0,0,0,0,0,0,0,0,47,5,43,4,3,3,1
"368",12,0,0,0,0,0,0,0,0,0,48,1,44,1,1,1,1
"369",10,0,0,0,0,0,0,0,0,0,43,4,39,2,0,0,1
"37",8,0,0,0,0,0,0,0,0,0,34,1,29,0,0,0,1
"370",9,0,0,0,0,0,0,0,0,0,28,1,26,0,0,0,1
"371",14,0,0,0,0,0,0,0,0,0,31,3,25,1,0,0,1
"372",9,0,0,0,0,0,0,0,0,0,30,3,30,3,1,1,1
"373",5,0,0,0,0,0,0,0,0,0,46,3,43,2,1,1,1
"374",9,0,0,0,0,0,0,0,0,0,36,3,34,1,0,0,1
"375",15,0,0,0,0,0,0,0,0,0,29,2,27,2,2,1,1
"376",6,0,0,0,0,0,0,0,0,0,45,2,37,2,2,1,1
"377",9,0,0,0,0,0,0,0,0,0,39,2,35,2,2,2,1
"378",4,0,0,0,0,0,0,0,0,0,34,3,30,2,0,0,1
"379",15,0,0,0,0,0,0,0,0,0,36,1,32,1,1,0,1
"38",3,0,0,0,0,0,0,0,0,0,36,5,31,4,2,2,1
"380",6,0,0,0,0,0,0,0,0,0,49,3,43,2,1,1,1
"381",8,0,0,0,0,0,0,0,0,0,35,3,32,2,2,2,1
"382",8,0,0,0,0,0,0,0,0,0,37,0,32,0,0,0,1
"383",10,0,0,0,0,0,0,0,0,0,31,0,27,0,0,0,1
"384",8,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0,1
"385",9,0,0,0,0,0,0,0,0,0,34,1,30,1,0,0,1
"386",9,0,0,0,0,0,0,0,0,0,35,0,31,0,0,0,1
"387",9,0,0,0,0,0,0,0,0,0,35,1,31,1,0,0,1
"388",9,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0,1
"389",9,0,0,0,0,0,0,0,0,0,39,3,35,3,0,0,1
"39",10,0,0,0,0,0,0,0,0,0,41,2,34,2,1,1,1
"390",5,0,0,0,0,0,0,0,0,0,32,2,32,2,2,2,1
"391",7,0,0,0,0,0,0,0,0,0,47,7,43,3,1,1,1
"392",10,0,0,0,0,0,0,0,0,0,47,7,42,5,4,3,1
"393",11,0,0,0,0,0,0,0,0,0,32,0,30,0,0,0,1
"394",7,0,0,0,0,0,0,0,0,0,45,3,40,2,1,0,1
"395",11,0,0,0,0,0,0,0,0,0,35,2,33,1,1,0,1
"396",10,0,0,0,0,0,0,0,0,0,42,1,38,1,0,0,1
"397",6,0,0,0,0,0,0,0,0,0,37,0,29,0,0,0,1
"398",7,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0,1
"399",10,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0,1
"4",9,0,0,0,0,0,0,0,0,0,40,2,31,0,0,0,1
"40",7,0,0,0,0,0,0,0,0,0,25,3,24,3,3,3,1
"400",2,0,0,0,0,0,0,0,0,0,39,3,36,2,1,1,1
"401",4,0,0,0,0,0,0,0,0,0,36,2,29,2,1,1,1
"402",12,0,0,0,0,0,0,0,0,0,47,2,42,2,1,0,1
"403",10,0,0,0,0,0,0,0,0,0,36,1,33,0,0,0,1
"404",11,0,0,0,0,0,0,0,0,0,36,2,35,1,1,0,1
"405",5,0,0,0,0,0,0,0,0,0,33,2,30,1,1,1,1
"406",9,0,0,0,0,0,0,0,0,0,33,1,27,1,0,0,1
"407",9,0,0,0,0,0,0,0,0,0,34,1,33,1,0,0,1
"408",7,0,0,0,0,0,0,0,0,0,36,5,29,4,2,1,1
"409",12,0,0,0,0,0,0,0,0,0,33,2,29,1,1,1,1
"41",7,0,0,0,0,0,0,0,0,0,46,2,43,1,1,1,1
"410",15,0,0,0,0,0,0,0,0,0,42,3,40,2,0,0,1
"411",6,0,0,0,0,0,0,0,0,0,38,2,34,2,1,1,1
"412",8,0,0,0,0,0,0,0,0,0,41,2,31,2,0,0,1
"413",11,0,0,0,0,0,0,0,0,0,33,1,29,1,1,1,1
"414",2,0,0,0,0,0,0,0,0,0,37,5,33,5,3,2,1
"415",9,0,0,0,0,0,0,0,0,0,34,4,32,2,0,0,1
"416",12,0,0,0,0,0,0,0,0,0,31,1,27,1,0,0,1
"417",11,0,0,0,0,0,0,0,0,0,44,1,37,1,1,1,1
"418",8,0,0,0,0,0,0,0,0,0,36,0,35,0,0,0,1
"419",13,0,0,0,0,0,0,0,0,0,33,2,29,1,1,1,1
"42",10,0,0,0,0,0,0,0,0,0,40,0,36,0,0,0,1
"420",4,0,0,0,0,0,0,0,0,0,36,4,27,3,2,2,1
"421",9,0,0,0,0,0,0,0,0,0,46,3,42,1,1,1,1
"422",9,0,0,0,0,0,0,0,0,0,39,2,34,2,0,0,1
"423",10,0,0,0,0,0,0,0,0,0,35,2,32,2,2,1,1
"424",13,0,0,0,0,0,0,0,0,0,32,1,25,1,0,0,1
"425",8,0,0,0,0,0,0,0,0,0,36,1,35,0,0,0,1
"426",8,0,0,0,0,0,0,0,0,0,31,1,29,1,1,0,1
"427",13,0,0,0,0,0,0,0,0,0,35,3,29,3,1,1,1
"428",11,0,0,0,0,0,0,0,0,0,41,2,39,2,2,1,1
"429",9,0,0,0,0,0,0,0,0,0,29,2,28,1,0,0,1
"43",14,0,0,0,0,0,0,0,0,0,35,1,31,1,1,1,1
"430",12,0,0,0,0,0,0,0,0,0,39,2,35,2,0,0,1
"431",5,0,0,0,0,0,0,0,0,0,38,0,33,0,0,0,1
"432",13,0,0,0,0,0,0,0,0,0,33,5,29,3,1,1,1
"433",7,0,0,0,0,0,0,0,0,0,28,1,25,0,0,0,1
"434",13,0,0,0,0,0,0,0,0,0,47,3,41,2,1,1,1
"435",8,0,0,0,0,0,0,0,0,0,28,1,26,0,0,0,1
"436",9,0,0,0,0,0,0,0,0,0,36,3,32,1,0,0,1
"437",3,0,0,0,0,0,0,0,0,0,35,5,32,5,4,4,1
"438",13,0,0,0,0,0,0,0,0,0,37,2,33,2,1,1,1
"439",8,0,0,0,0,0,0,0,0,0,38,3,32,3,1,0,1
"44",14,0,0,0,0,0,0,0,0,0,38,2,34,1,0,0,1
"440",13,0,0,0,0,0,0,0,0,0,29,4,26,2,2,2,1
"441",5,0,0,0,0,0,0,0,0,0,31,2,29,1,1,0,1
"442",13,0,0,0,0,0,0,0,0,0,37,3,33,2,1,1,1
"443",11,0,0,0,0,0,0,0,0,0,28,1,25,1,0,0,1
"444",14,0,0,0,0,0,0,0,0,0,40,1,35,1,1,1,1
"445",7,0,0,0,0,0,0,0,0,0,33,1,31,1,1,1,1
"446",11,0,0,0,0,0,0,0,0,0,40,2,36,2,1,0,1
"447",6,0,0,0,0,0,0,0,0,0,42,2,37,1,0,0,1
"448",3,0,0,0,0,0,0,0,0,0,38,4,37,3,0,0,1
"449",6,0,0,0,0,0,0,0,0,0,39,3,31,3,2,2,1
"45",12,0,0,0,0,0,0,0,0,0,50,3,40,3,1,0,1
"450",9,0,0,0,0,0,0,0,0,0,42,2,37,0,0,0,1
"451",10,0,0,0,0,0,0,0,0,0,22,0,20,0,0,0,1
"452",10,0,0,0,0,0,0,0,0,0,37,2,30,1,1,1,1
"453",9,0,0,0,0,0,0,0,0,0,37,1,30,1,1,1,1
"454",10,0,0,0,0,0,0,0,0,0,35,2,32,1,1,0,1
"455",9,0,0,0,0,0,0,0,0,0,30,1,28,1,0,0,1
"456",9,0,0,0,0,0,0,0,0,0,47,2,42,1,1,1,1
"457",11,0,0,0,0,0,0,0,0,0,37,3,29,1,0,0,1
"458",15,0,0,0,0,0,0,0,0,0,39,1,33,1,0,0,1
"459",10,0,0,0,0,0,0,0,0,0,44,1,40,1,0,0,1
"46",8,0,0,0,0,0,0,0,0,0,27,1,23,1,1,1,1
"460",11,0,0,0,0,0,0,0,0,0,38,3,33,2,0,0,1
"461",12,0,0,0,0,0,0,0,0,0,30,1,27,1,0,0,1
"462",9,0,0,0,0,0,0,0,0,0,35,1,28,1,0,0,1
"463",8,0,0,0,0,0,0,0,0,0,33,0,28,0,0,0,1
"464",9,0,0,0,0,0,0,0,0,0,41,2,36,1,0,0,1
"465",10,0,0,0,0,0,0,0,0,0,39,2,34,0,0,0,1
"466",13,0,0,0,0,0,0,0,0,0,30,3,28,3,2,2,1
"467",8,0,0,0,0,0,0,0,0,0,31,2,26,1,0,0,1
"468",8,0,0,0,0,0,0,0,0,0,38,2,32,2,2,2,1
"469",9,0,0,0,0,0,0,0,0,0,43,4,38,2,2,2,1
"47",6,0,0,0,0,0,0,0,0,0,27,1,22,1,0,0,1
"470",15,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0,1
"471",9,0,0,0,0,0,0,0,0,0,50,3,49,3,0,0,1
"472",9,0,0,0,0,0,0,0,0,0,51,6,47,4,2,1,1
"473",9,0,0,0,0,0,0,0,0,0,47,2,41,2,1,1,1
"474",8,0,0,0,0,0,0,0,0,0,39,3,38,2,1,1,1
"475",11,0,0,0,0,0,0,0,0,0,38,0,34,0,0,0,1
"476",13,0,0,0,0,0,0,0,0,0,37,1,36,1,1,1,1
"477",11,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0,1
"478",9,0,0,0,0,0,0,0,0,0,35,1,28,1,0,0,1
"479",14,0,0,0,0,0,0,0,0,0,46,1,40,1,0,0,1
"48",14,0,0,0,0,0,0,0,0,0,40,4,37,4,3,2,1
"480",10,0,0,0,0,0,0,0,0,0,46,4,39,2,2,2,1
"481",9,0,0,0,0,0,0,0,0,0,51,5,46,2,2,2,1
"482",18,0,0,0,0,0,0,0,0,0,41,3,36,3,1,1,1
"483",8,0,0,0,0,0,0,0,0,0,39,4,38,3,2,2,1
"484",8,0,0,0,0,0,0,0,0,0,46,6,38,4,1,1,1
"485",8,0,0,0,0,0,0,0,0,0,40,3,36,2,2,1,1
"486",10,0,0,0,0,0,0,0,0,0,33,1,28,1,0,0,1
"487",9,0,0,0,0,0,0,0,0,0,33,0,28,0,0,0,1
"488",13,0,0,0,0,0,0,0,0,0,34,1,30,1,0,0,1
"489",7,0,0,0,0,0,0,0,0,0,44,4,39,3,1,1,1
"49",17,0,0,0,0,0,0,0,0,0,39,3,33,3,0,0,1
"490",6,0,0,0,0,0,0,0,0,0,42,5,37,5,3,2,1
"491",12,0,0,0,0,0,0,0,0,0,35,3,32,2,1,1,1
"492",12,0,0,0,0,0,0,0,0,0,37,3,33,1,1,1,1
"493",9,0,0,0,0,0,0,0,0,0,26,3,21,2,1,1,1
"494",8,0,0,0,0,0,0,0,0,0,32,2,30,1,0,0,1
"495",5,0,0,0,0,0,0,0,0,0,47,3,41,3,1,0,1
"496",10,0,0,0,0,0,0,0,0,0,45,3,41,2,0,0,1
"497",9,0,0,0,0,0,0,0,0,0,38,2,32,1,1,1,1
"498",11,0,0,0,0,0,0,0,0,0,31,4,28,4,3,2,1
"499",10,0,0,0,0,0,0,0,0,0,36,5,34,3,2,2,1
"5",10,0,0,0,0,0,0,0,0,0,42,0,33,0,0,0,1
"50",7,0,0,0,0,0,0,0,0,0,37,1,32,1,1,1,1
"500",10,0,0,0,0,0,0,0,0,0,37,1,32,1,1,1,1
"501",5,0,0,0,0,0,0,0,0,0,40,2,38,2,1,1,1
"502",10,0,0,0,0,0,0,0,0,0,41,1,40,0,0,0,1
"503",14,0,0,0,0,0,0,0,0,0,38,5,33,4,3,3,1
"504",5,0,0,0,0,0,0,0,0,0,40,3,37,3,1,1,1
"505",17,0,0,0,0,0,0,0,0,0,36,1,31,1,0,0,1
"506",11,0,0,0,0,0,0,0,0,0,35,1,31,1,1,1,1
"507",16,0,0,0,0,0,0,0,0,0,36,5,31,5,5,5,28
"508",12,0,0,0,0,0,0,0,0,0,37,2,33,1,1,1,1
"509",12,0,0,0,0,0,0,0,0,0,37,5,34,4,1,1,1
"51",13,0,0,0,0,0,0,0,0,0,37,4,28,2,1,0,1
"510",16,0,0,0,0,0,0,0,0,0,31,1,26,0,0,0,1
"511",9,0,0,0,0,0,0,0,0,0,51,0,43,0,0,0,1
"512",18,0,0,0,0,0,0,0,0,0,39,0,33,0,0,0,1
"513",5,0,0,0,0,0,0,0,0,0,35,2,30,1,0,0,1
"514",8,0,0,0,0,0,0,0,0,0,41,2,37,2,1,1,1
"515",7,0,0,0,0,0,0,0,0,0,38,1,37,1,0,0,1
"516",9,0,0,0,0,0,0,0,0,0,30,0,28,0,0,0,1
"517",8,0,0,0,0,0,0,0,0,0,30,1,27,1,0,0,1
"518",8,0,0,0,0,0,0,0,0,0,47,0,42,0,0,0,1
"519",11,0,0,0,0,0,0,0,0,0,32,1,29,1,1,0,1
"52",11,0,0,0,0,0,0,0,0,0,36,2,33,2,1,1,1
"520",7,0,0,0,0,0,0,0,0,0,29,1,25,1,0,0,1
"521",9,0,0,0,0,0,0,0,0,0,35,1,34,0,0,0,1
"522",6,0,0,0,0,0,0,0,0,0,46,2,39,2,1,0,1
"523",9,0,0,0,0,0,0,0,0,0,40,0,38,0,0,0,1
"524",11,0,0,0,0,0,0,0,0,0,42,3,37,2,1,1,1
"525",8,0,0,0,0,0,0,0,0,0,45,5,43,4,3,3,1
"526",8,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0,1
