,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,s1,s2,s3,s4,s5,s6
1714,2,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0
1715,6,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0
1716,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0
1717,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1718,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
172,5,0,0,0,0,0,0,0,0,0,46,1,39,1,0,0
1720,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0
1722,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,2,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0
1725,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1726,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
1728,0,0,18,0,0,0,8,0,0,0,0,0,0,0,0,0
1729,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
173,16,0,0,0,0,0,0,0,0,0,29,1,24,1,1,1
1730,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,4,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0
1732,2,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0
1733,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1734,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1735,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1737,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1738,6,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0
1739,8,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0
174,9,0,0,0,0,0,0,0,0,0,35,1,29,0,0,0
1740,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,4,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0
1743,2,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0
1744,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,2,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0
1746,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
175,8,0,0,0,0,0,0,0,0,0,35,4,33,2,1,1
1750,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0
1752,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1753,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
1754,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1756,6,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0
1757,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0
1758,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,4,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0
176,10,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0
1760,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0
1762,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1763,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1765,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1767,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
177,10,0,0,0,0,0,0,0,0,0,24,5,24,4,2,2
1770,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1774,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1775,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0
1777,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
1778,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
178,9,0,0,0,0,0,0,0,0,0,45,4,41,3,3,2
1780,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
1781,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1784,2,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0
1785,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
1786,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1788,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
1789,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
179,5,0,0,0,0,0,0,0,0,0,42,2,38,1,1,1
1790,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1792,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
1794,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0
1795,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1796,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
18,9,0,0,0,0,0,0,0,0,0,32,3,31,2,2,2
180,4,0,0,0,0,0,0,0,0,0,35,3,35,3,1,1
1800,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
1802,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,4,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0
1807,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
1808,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0
181,12,0,0,0,0,0,0,0,0,0,27,2,24,1,1,0
1810,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1812,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1813,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1814,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1816,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,2,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0
1818,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
1819,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
182,13,0,0,0,0,0,0,0,0,0,36,2,31,2,1,1
1820,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1821,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1823,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
1824,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1826,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,6,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0
1828,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
183,3,0,0,0,0,0,0,0,0,0,39,1,33,1,0,0
1830,2,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0
1831,4,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0
1832,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1834,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1835,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1836,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0
1838,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1839,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
184,10,0,0,0,0,0,0,0,0,0,43,2,37,1,0,0
1840,2,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0
1841,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
1842,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1845,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1846,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1847,4,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0
1848,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1849,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
185,8,0,0,0,0,0,0,0,0,0,34,1,31,1,1,1
1850,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1852,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1853,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1855,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,2,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0
1857,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1858,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1859,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
186,8,0,0,0,0,0,0,0,0,0,31,2,28,1,0,0
1860,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0
1861,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,4,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0
1863,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1868,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1869,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
187,6,0,0,0,0,0,0,0,0,0,44,3,39,2,0,0
1870,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1871,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
1872,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,6,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1874,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1875,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1876,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1877,4,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0
1878,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
188,13,0,0,0,0,0,0,0,0,0,43,3,40,2,1,0
1880,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
1882,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1885,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
1887,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
1889,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
189,11,0,0,0,0,0,0,0,0,0,31,3,26,3,2,2
1890,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1891,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1893,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1894,4,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0
1895,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1897,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,0,0,0,0,0,0,0,0,0,34,2,30,1,1,1
190,12,0,0,0,0,0,0,0,0,0,36,3,32,3,2,2
1900,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1901,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
1902,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1903,2,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0
1904,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1906,6,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0
1907,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
191,10,0,0,0,0,0,0,0,0,0,34,1,30,1,1,1
1910,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,2,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0
1915,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0
1917,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0
1918,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
192,12,0,0,0,0,0,0,0,0,0,41,6,35,5,2,2
1920,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1921,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0
1925,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,6,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0
1928,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1929,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
193,9,0,0,0,0,0,0,0,0,0,38,1,32,1,1,1
1930,2,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0
1931,8,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0
1932,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1933,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
1935,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
1939,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
194,10,0,0,0,0,0,0,0,0,0,37,1,35,0,0,0
1940,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
1941,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,4,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0
1943,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0
1944,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1945,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1948,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0
195,12,0,0,0,0,0,0,0,0,0,32,1,28,1,0,0
1950,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,2,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
1954,4,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0
1955,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1956,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1957,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,4,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0
1959,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
196,12,0,0,0,0,0,0,0,0,0,25,1,22,1,0,0
1960,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1961,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1962,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1963,6,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0
1964,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,6,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0
1966,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1967,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1969,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
197,6,0,0,0,0,0,0,0,0,0,42,5,33,3,2,1
1970,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1974,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
1977,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1978,2,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0
1979,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
198,6,0,0,0,0,0,0,0,0,0,36,4,33,4,2,2
1980,6,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0
1981,2,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
1982,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1983,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
1985,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0
1986,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1988,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
199,13,0,0,0,0,0,0,0,0,0,36,1,33,1,1,0
1990,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1991,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0
1992,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1994,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
1995,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1996,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0
1997,2,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1999,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,0,0,0,0,0,0,0,0,0,43,1,37,1,0,0
20,9,0,0,0,0,0,0,0,0,0,39,1,33,1,0,0
200,11,0,0,0,0,0,0,0,0,0,43,2,37,2,1,1
2000,2,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
201,9,0,0,0,0,0,0,0,0,0,34,3,30,2,1,1
202,6,0,0,0,0,0,0,0,0,0,35,1,32,1,0,0
203,7,0,0,0,0,0,0,0,0,0,27,2,24,0,0,0
204,14,0,0,0,0,0,0,0,0,0,30,2,24,2,1,1
205,8,0,0,0,0,0,0,0,0,0,44,1,38,1,0,0
206,10,0,0,0,0,0,0,0,0,0,31,0,30,0,0,0
207,9,0,0,0,0,0,0,0,0,0,34,4,30,4,2,1
208,7,0,0,0,0,0,0,0,0,0,52,3,43,1,0,0
209,4,0,0,0,0,0,0,0,0,0,46,1,42,0,0,0
21,9,0,0,0,0,0,0,0,0,0,52,2,45,1,1,1
210,14,0,0,0,0,0,0,0,0,0,46,3,43,0,0,0
211,7,0,0,0,0,0,0,0,0,0,39,4,33,2,1,0
212,11,0,0,0,0,0,0,0,0,0,47,2,37,1,1,0
213,11,0,0,0,0,0,0,0,0,0,38,3,33,3,0,0
214,7,0,0,0,0,0,0,0,0,0,43,4,34,3,2,1
215,15,0,0,0,0,0,0,0,0,0,42,0,35,0,0,0
216,6,0,0,0,0,0,0,0,0,0,39,3,35,2,1,1
217,6,0,0,0,0,0,0,0,0,0,35,2,30,1,1,0
218,4,0,0,0,0,0,0,0,0,0,35,4,33,3,2,2
219,11,0,0,0,0,0,0,0,0,0,43,5,41,4,1,1
22,10,0,0,0,0,0,0,0,0,0,38,1,34,0,0,0
220,8,0,0,0,0,0,0,0,0,0,33,4,32,4,2,2
221,16,0,0,0,0,0,0,0,0,0,41,4,37,2,1,0
222,13,0,0,0,0,0,0,0,0,0,50,4,45,3,2,2
223,4,0,0,0,0,0,0,0,0,0,40,3,35,3,1,1
224,7,0,0,0,0,0,0,0,0,0,38,1,34,0,0,0
225,8,0,0,0,0,0,0,0,0,0,35,0,32,0,0,0
226,7,0,0,0,0,0,0,0,0,0,38,2,32,2,2,1
227,6,0,0,0,0,0,0,0,0,0,40,2,34,2,1,0
228,8,0,0,0,0,0,0,0,0,0,37,2,35,1,1,1
229,13,0,0,0,0,0,0,0,0,0,34,2,25,2,2,2
23,11,0,0,0,0,0,0,0,0,0,38,1,37,0,0,0
230,6,0,0,0,0,0,0,0,0,0,41,1,35,1,1,1
231,10,0,0,0,0,0,0,0,0,0,33,2,28,2,1,1
232,9,0,0,0,0,0,0,0,0,0,38,3,34,2,2,2
233,5,0,0,0,0,0,0,0,0,0,37,0,30,0,0,0
234,16,0,0,0,0,0,0,0,0,0,37,1,33,1,0,0
235,8,0,0,0,0,0,0,0,0,0,43,5,39,5,1,1
236,11,0,0,0,0,0,0,0,0,0,41,1,35,1,0,0
237,9,0,0,0,0,0,0,0,0,0,39,3,37,1,0,0
238,13,0,0,0,0,0,0,0,0,0,50,3,43,3,2,2
239,7,0,0,0,0,0,0,0,0,0,39,2,33,1,1,1
24,10,0,0,0,0,0,0,0,0,0,22,3,20,1,0,0
240,11,0,0,0,0,0,0,0,0,0,36,1,31,1,1,0
241,5,0,0,0,0,0,0,0,0,0,33,4,30,4,2,1
242,11,0,0,0,0,0,0,0,0,0,37,2,35,1,0,0
243,11,0,0,0,0,0,0,0,0,0,36,5,35,4,3,3
244,7,0,0,0,0,0,0,0,0,0,40,3,35,1,0,0
245,7,0,0,0,0,0,0,0,0,0,39,2,34,1,0,0
246,7,0,0,0,0,0,0,0,0,0,45,1,40,1,1,1
247,11,0,0,0,0,0,0,0,0,0,41,2,38,2,1,1
248,4,0,0,0,0,0,0,0,0,0,40,2,37,2,1,1
249,7,0,0,0,0,0,0,0,0,0,35,1,33,1,1,1
25,8,0,0,0,0,0,0,0,0,0,25,1,22,1,0,0
250,8,0,0,0,0,0,0,0,0,0,35,0,33,0,0,0
251,14,0,0,0,0,0,0,0,0,0,38,1,28,0,0,0
252,11,0,0,0,0,0,0,0,0,0,48,4,42,4,2,1
253,9,0,0,0,0,0,0,0,0,0,32,1,30,1,0,0
254,5,0,0,0,0,0,0,0,0,0,35,4,32,3,2,1
255,9,0,0,0,0,0,0,0,0,0,34,0,31,0,0,0
256,6,0,0,0,0,0,0,0,0,0,36,3,31,1,0,0
257,11,0,0,0,0,0,0,0,0,0,33,5,31,3,3,2
258,10,0,0,0,0,0,0,0,0,0,37,1,31,0,0,0
259,9,0,0,0,0,0,0,0,0,0,41,3,36,1,0,0
26,9,0,0,0,0,0,0,0,0,0,44,3,37,2,1,1
260,8,0,0,0,0,0,0,0,0,0,37,4,30,4,1,1
261,8,0,0,0,0,0,0,0,0,0,33,1,27,0,0,0
262,11,0,0,0,0,0,0,0,0,0,23,3,22,3,1,0
263,7,0,0,0,0,0,0,0,0,0,32,2,30,1,0,0
264,9,0,0,0,0,0,0,0,0,0,41,2,38,2,1,1
265,6,0,0,0,0,0,0,0,0,0,36,4,33,3,1,1
266,12,0,0,0,0,0,0,0,0,0,30,2,28,1,1,1
267,5,0,0,0,0,0,0,0,0,0,31,3,27,1,0,0
268,5,0,0,0,0,0,0,0,0,0,37,2,35,2,0,0
269,9,0,0,0,0,0,0,0,0,0,34,2,31,1,1,1
27,13,0,0,0,0,0,0,0,0,0,38,3,29,1,1,1
270,6,0,0,0,0,0,0,0,0,0,39,2,38,1,1,1
271,13,0,0,0,0,0,0,0,0,0,31,2,28,1,1,1
272,11,0,0,0,0,0,0,0,0,0,34,3,29,2,1,1
273,11,0,0,0,0,0,0,0,0,0,30,3,25,2,1,1
274,8,0,0,0,0,0,0,0,0,0,46,7,41,5,5,3
